Pincodes,location_risk_weight,location_band,District/City, GEO_Portfolio_PL_Index 
412208,8,7,Pune,1.101015976
412209,6,4,Pune,0.582827945
412210,20,10,Pune,2.21014418
412211,20,10,Pune,2.822219942
412213,20,10,Pune,2.642482022
412214,15,9,Pune,1.865096026
412216,15,9,Pune,2.10654004
412219,10,8,Pune,1.349165519
412220,8,7,Pune,1.053815191
412301,20,10,Pune,7.394083349
412303,6,4,Pune,0.677927481
412306,2,1,Pune,0.165924464
412307,8,7,Pune,1.013328858
412308,6,4,Pune,0.734493558
412411,20,10,Pune,5.80626891
412801,5,3,Satara,0.514765317
412802,8,7,Satara,1.175331703
412803,3,2,Satara,0.268247931
412805,2,1,Satara,0
413001,15,9,Solapur,1.557438644
413002,15,9,Solapur,1.961902588
413003,20,10,Solapur,2.413386726
413004,8,7,Solapur,1.047137774
413005,10,8,Solapur,1.363988659
413006,10,8,Solapur,1.41632633
413007,7,6,Solapur,0.888278276
413101,6,4,Solapur,0.698194668
413102,10,8,Pune,1.31511001
413103,3,2,Pune,0.313378643
413104,20,10,Pune,2.616455163
413105,2,1,Pune,0.039117198
413106,20,10,Pune,3.806372056
413107,20,10,Solapur,2.596786008
413108,8,7,Solapur,1.104603875
413109,8,7,Solapur,1.115344717
413110,10,8,Pune,1.429519315
413112,6,4,Solapur,0.60313637
413113,20,10,Solapur,2.690126869
413114,3,2,Pune,0.388599034
413130,5,3,Pune,0.480346706
413133,15,9,Pune,1.661347605
413201,15,9,Ahmednagar,1.636556318
413202,7,6,Solapur,0.859104418
413203,15,9,Solapur,1.549743872
413208,15,9,Solapur,1.672424987
413209,5,3,Solapur,0.445002545
413211,15,9,Solapur,1.576882003
413213,10,8,Solapur,1.466872735
413215,8,7,Solapur,1.049934472
413216,20,10,Solapur,2.410241736
413221,20,10,Solapur,3.881000028
413222,15,9,Solapur,1.810656433
413224,10,8,Solapur,1.409237784
413229,10,8,Beed,1.319312318
413249,6,4,Beed,0.58468989
413304,10,8,Solapur,1.36252855
413305,15,9,Solapur,1.864210215
413307,20,10,Solapur,3.415645101
413309,20,10,Solapur,3.501154941
413401,15,9,Solapur,1.55394348
413402,7,6,Solapur,0.909346512
413404,10,8,Solapur,1.249716399
413411,10,8,Solapur,1.316750479
413501,8,7,Osmanabad,1.095939772
413502,20,10,Osmanabad,2.739732901
413504,2,1,Osmanabad,0.010048568
413507,20,10,Osmanabad,6.035961995
413512,10,8,Latur,1.463211619
413513,7,6,Latur,0.964447565
413514,5,3,Osmanabad,0.448761644
413515,10,8,Latur,1.500268654
413516,15,9,Osmanabad,1.6752217
413517,15,9,Latur,1.620465168
413519,7,6,Latur,0.903136084
413520,15,9,Latur,1.999646585
413521,15,9,Osmanabad,1.513518131
413525,15,9,Osmanabad,1.528066878
413527,20,10,Latur,2.882400565
413531,20,10,Osmanabad,3.779851814
413532,3,2,Latur,0.383394494
413544,20,10,Osmanabad,2.771972568
413601,20,10,Osmanabad,2.202256674
413602,15,9,Osmanabad,1.517204332
413603,5,3,Osmanabad,0.503936348
413604,8,7,Osmanabad,1.184611637
413606,10,8,Osmanabad,1.268070962
413608,20,10,Osmanabad,3.070209434
413701,10,8,Ahmednagar,1.352813959
413702,2,1,Ahmednagar,0.036831825
413703,2,1,Ahmednagar,0.037562426
413704,2,1,Ahmednagar,0.067153827
413705,10,8,Ahmednagar,1.27922214
413706,7,6,Ahmednagar,0.975933217
413707,10,8,Ahmednagar,1.240368261
413709,10,8,Ahmednagar,1.349244064
413710,15,9,Ahmednagar,1.920239732
413713,6,4,Ahmednagar,0.61850088
413714,8,7,Ahmednagar,1.098776721
413715,15,9,Ahmednagar,1.771809881
413716,20,10,Ahmednagar,2.7741834
413719,2,1,Ahmednagar,0.046431113
413721,2,1,Ahmednagar,0.038034558
413722,3,2,Ahmednagar,0.335551471
413728,6,4,Ahmednagar,0.608362577
413736,5,3,Ahmednagar,0.544462668
413739,2,1,Ahmednagar,0
413801,6,4,Ahmednagar,0.64135876
413802,2,1,Ahmednagar,0.00750485
414001,10,8,Ahmednagar,1.340405558
414002,10,8,Ahmednagar,1.2750589
414003,15,9,Ahmednagar,2.100496975
414005,15,9,Ahmednagar,2.05052479
414006,5,3,Ahmednagar,0.428523089
414102,6,4,Ahmednagar,0.794214839
414103,20,10,Ahmednagar,3.452452253
414105,10,8,Ahmednagar,1.437040927
414106,15,9,Ahmednagar,1.50309593
414110,2,1,Ahmednagar,0.15401779
414111,6,4,Ahmednagar,0.81003898
414202,8,7,Beed,1.12992788
414203,6,4,Beed,0.717954354
414204,8,7,Beed,1.060083229
414301,15,9,Ahmednagar,1.533253545
414302,7,6,Ahmednagar,0.892833898
414304,20,10,Ahmednagar,3.156780688
414402,2,1,Ahmednagar,0.147645253
414501,20,10,Ahmednagar,3.54023029
414502,2,1,Ahmednagar,0.200172506
414601,15,9,Ahmednagar,1.722176689
414603,20,10,Ahmednagar,3.819446635
415001,5,3,Satara,0.541311932
415002,7,6,Satara,0.858230047
415003,6,4,Satara,0.767518859
415004,6,4,Satara,0.73017639
415011,7,6,Satara,0.951078326
415013,2,1,Satara,0
415014,3,2,Satara,0.266945346
415101,5,3,Kolhapur,0.471774448
415105,8,7,Satara,1.128279061
415106,3,2,Satara,0.343906591
415109,6,4,Satara,0.669486086
415110,7,6,Satara,0.965275239
415111,10,8,Satara,1.233078296
415112,2,1,Satara,0.195273113
415116,7,6,Satara,0.952530831
415124,5,3,Satara,0.461952115
415203,6,4,Ratnagiri,0.754209729
415206,20,10,Satara,2.347925235
415207,8,7,Satara,1.147446356
415301,2,1,Sangli,0.172844537
415304,10,8,Sangli,1.478417031
415307,2,1,Sangli,0
415311,3,2,Sangli,0.360821761
415401,8,7,Sangli,1.079661771
415403,6,4,Sangli,0.577187121
415404,15,9,Sangli,1.814862382
415405,5,3,Sangli,0.468353117
415407,15,9,Sangli,1.786527347
415408,2,1,Sangli,0.110626641
415409,10,8,Sangli,1.209683396
415411,7,6,Sangli,0.908832896
415501,6,4,Satara,0.551353173
415502,6,4,Satara,0.635607746
415503,5,3,Satara,0.397214197
415504,2,1,Satara,0.026117931
415505,3,2,Satara,0.30784691
415506,3,2,Satara,0.391548116
415508,6,4,Satara,0.684960719
415509,8,7,Satara,1.009986184
415510,5,3,Satara,0.4085995
415511,5,3,Satara,0.488368983
415512,10,8,Satara,1.322303625
415514,2,1,Satara,0.220082073
415518,2,1,Satara,0.13782417
415519,6,4,Satara,0.719408276
415521,10,8,Satara,1.201895324
415523,6,4,Satara,0.604418688
415524,7,6,Satara,0.955719707
415525,2,1,Satara,0
415528,10,8,Satara,1.336906584
415539,5,3,Satara,0.502731711
415602,2,1,Ratnagiri,0
415603,10,8,Ratnagiri,1.318712044
415604,6,4,Ratnagiri,0.760005823
415605,6,4,Ratnagiri,0.80004418
415606,6,4,Ratnagiri,0.600504057
415608,2,1,Ratnagiri,0.044730888
415611,10,8,Ratnagiri,1.41835758
415612,7,6,Ratnagiri,0.946953354
415616,20,10,Ratnagiri,7.061315165
415639,10,8,Ratnagiri,1.378451513
415701,8,7,Ratnagiri,1.13270492
415703,8,7,Ratnagiri,1.138638088
415704,15,9,Ratnagiri,1.817445951
415709,7,6,Ratnagiri,0.961578501
415712,7,6,Ratnagiri,0.924981826
415722,20,10,Ratnagiri,2.819237197
415801,20,10,Ratnagiri,2.284520267
415803,2,1,Ratnagiri,0
415804,6,4,Ratnagiri,0.668961494
416001,7,6,Kolhapur,0.952506583
416002,15,9,Kolhapur,1.689624854
416003,8,7,Kolhapur,1.159671144
416004,15,9,Kolhapur,2.118987187
416005,6,4,Kolhapur,0.633623967
416006,15,9,Kolhapur,1.561480325
416007,8,7,Kolhapur,1.057131333
416008,8,7,Kolhapur,1.165568828
416010,6,4,Kolhapur,0.716747572
416012,8,7,Kolhapur,1.137049386
416013,2,1,Kolhapur,0.104714706
416101,8,7,Kolhapur,1.128572181
416103,5,3,Kolhapur,0.460909802
416106,6,4,Kolhapur,0.603142385
416109,20,10,Kolhapur,2.222193606
416110,8,7,Kolhapur,1.06863586
416112,5,3,Kolhapur,0.483508367
416113,5,3,Kolhapur,0.542034778
416114,6,4,Kolhapur,0.597160233
416115,10,8,Kolhapur,1.362051728
416116,7,6,Kolhapur,0.962517158
416118,6,4,Kolhapur,0.813848498
416119,8,7,Kolhapur,1.131292768
416121,3,2,Kolhapur,0.315641694
416122,10,8,Kolhapur,1.294226522
416202,7,6,Kolhapur,0.935997482
416203,20,10,Kolhapur,2.462752226
416204,2,1,Kolhapur,0.010543274
416205,5,3,Kolhapur,0.452929771
416207,6,4,Kolhapur,0.609191604
416208,6,4,Kolhapur,0.630102945
416209,3,2,Kolhapur,0.384121386
416211,5,3,Kolhapur,0.505049441
416212,7,6,Kolhapur,0.844324562
416213,6,4,Kolhapur,0.659747336
416214,5,3,Kolhapur,0.40997078
416215,2,1,Kolhapur,0
416216,3,2,Kolhapur,0.365914442
416218,3,2,Kolhapur,0.320782665
416219,10,8,Kolhapur,1.448158649
416220,2,1,Kolhapur,0
416221,2,1,Kolhapur,0.078373804
416229,6,4,Kolhapur,0.764102355
416234,7,6,Kolhapur,0.870150326
416235,3,2,Kolhapur,0.233097526
416301,6,4,Sangli,0.670676643
416302,5,3,Sangli,0.448632185
416303,2,1,Sangli,0.141897951
416304,2,1,Sangli,0.037559141
416306,5,3,Sangli,0.460121787
416308,5,3,Sangli,0.484728955
416310,3,2,Sangli,0.387611074
416311,6,4,Sangli,0.723157346
416312,6,4,Sangli,0.560165961
416313,10,8,Sangli,1.502457303
416401,3,2,Sangli,0.252997497
416402,2,1,Sangli,0
416403,2,1,Sangli,0
416404,3,2,Sangli,0.31298225
416405,6,4,Sangli,0.56555625
416406,2,1,Sangli,0.03078864
416407,2,1,Sangli,0.039690965
416408,2,1,Sangli,0
416410,7,6,Sangli,0.847735624
416411,2,1,Sangli,0
416413,15,9,Sangli,1.67946517
416415,8,7,Sangli,1.030196843
416416,8,7,Sangli,1.16643093
416502,3,2,Kolhapur,0.319770597
416503,2,1,Kolhapur,0
416504,2,1,Kolhapur,0.055306531
416505,20,10,Kolhapur,2.352962467
416507,5,3,Kolhapur,0.401110707
416508,6,4,Kolhapur,0.752829622
416509,15,9,Kolhapur,1.742006797
416510,10,8,Sindhudurg,1.315236916
416511,2,1,Sindhudurg,0.183592075
416512,5,3,Sindhudurg,0.411373401
416516,2,1,Sindhudurg,0.018596571
416519,20,10,Sindhudurg,2.244398046
416520,10,8,Sindhudurg,1.193412772
416532,2,1,Sindhudurg,0
416602,10,8,Sindhudurg,1.199753924
416606,15,9,Sindhudurg,2.025995192
416701,6,4,Ratnagiri,0.618822848
416702,15,9,Ratnagiri,1.818687806
416810,15,9,Sindhudurg,1.888615483
416812,5,3,Sindhudurg,0.466216636
421001,8,7,Thane,1.150552102
421002,10,8,Thane,1.450159235
421003,15,9,Thane,1.546194762
421004,8,7,Thane,1.144104288
421005,6,4,Thane,0.78089443
421101,3,2,Thane,0.262309239
421102,10,8,Thane,1.238461584
421103,5,3,Thane,0.427626305
421201,7,6,Thane,0.874936504
421202,7,6,Thane,0.930953357
421203,8,7,Thane,1.159804066
421204,6,4,Thane,0.823807425
421301,8,7,Thane,0.986722998
421302,15,9,Thane,1.536423188
421303,10,8,Thane,1.414042237
421304,8,7,Thane,1.021201315
421305,3,2,Thane,0.34607242
421306,7,6,Thane,0.888168151
421308,15,9,Thane,1.671841376
421311,10,8,Thane,1.201643024
421312,10,8,Thane,1.492579565
421401,15,9,Thane,1.701455316
421501,7,6,Thane,0.898085376
421502,6,4,Thane,0.583442935
421503,8,7,Thane,1.158327648
421504,5,3,Thane,0.513152796
421505,8,7,Thane,1.178723006
421506,20,10,Thane,2.152238721
421601,6,4,Thane,0.71446983
421602,2,1,Thane,0.039627433
421604,6,4,Thane,0.750943998
421605,6,4,Thane,0.80644481
422001,20,10,Nashik,3.409928337
422002,15,9,Nashik,1.626379916
422003,10,8,Nashik,1.328528852
422004,10,8,Nashik,1.345313048
422005,20,10,Nashik,7.915544306
422006,7,6,Nashik,0.874468176
422007,10,8,Nashik,1.326283848
422008,8,7,Nashik,1.140567804
422009,10,8,Nashik,1.470127274
422010,15,9,Nashik,1.657700938
422011,6,4,Nashik,0.805321626
422012,8,7,Nashik,1.058702536
422013,7,6,Nashik,0.970611782
422101,10,8,Nashik,1.291341959
422102,5,3,Nashik,0.52251522
422103,7,6,Nashik,0.853055876
422113,8,7,Nashik,1.082589222
422202,8,7,Nashik,1.080931718
422206,8,7,Nashik,1.159911485
422207,6,4,Nashik,0.756056136
422209,8,7,Nashik,1.033150935
422210,10,8,Nashik,1.228879778
422215,2,1,Nashik,0.035797921
422221,5,3,Nashik,0.456094849
422303,10,8,Nashik,1.457342345
422304,7,6,Nashik,0.863571367
422305,20,10,Nashik,2.310335763
422306,20,10,Nashik,2.26586757
422401,7,6,Nashik,0.903241036
422402,15,9,Nashik,2.09401142
422403,15,9,Nashik,1.758771366
422501,15,9,Nashik,1.84611789
422502,10,8,Nashik,1.420851886
422601,20,10,Ahmednagar,3.907506067
422604,20,10,Ahmednagar,7.418216445
422605,20,10,Ahmednagar,3.204755262
423101,5,3,Nashik,0.40774822
423102,2,1,Nashik,0.130772838
423104,8,7,Nashik,1.011782462
423105,3,2,Nashik,0.27916497
423106,6,4,Nashik,0.682942079
423107,20,10,Ahmednagar,3.387507908
423109,20,10,Ahmednagar,7.109047126
423203,8,7,Nashik,1.099125403
423204,2,1,Nashik,0.113791473
423301,5,3,Nashik,0.457967412
423401,3,2,Nashik,0.291768068
423501,6,4,Nashik,0.774580548
423502,3,2,Nashik,0.251468322
423601,20,10,Ahmednagar,5.052855359
423701,15,9,Aurangabad,1.571337775
424001,10,8,Dhule,1.499027875
424002,15,9,Dhule,1.5155789
424005,5,3,Dhule,0.451423693
424101,8,7,Jalgaon,1.125833025
424105,7,6,Jalgaon,0.888679236
424106,2,1,Jalgaon,0.048186429
424201,8,7,Jalgaon,1.112826705
424206,10,8,Jalgaon,1.452532804
424301,10,8,Dhule,1.298786294
424302,15,9,Dhule,1.581185554
424304,8,7,Dhule,1.093517671
424305,2,1,Dhule,0.012626456
424306,6,4,Dhule,0.625042922
424307,5,3,Dhule,0.538353038
424308,2,1,Dhule,0.021093495
424311,10,8,Dhule,1.219385849
424318,10,8,Dhule,1.362969425
425001,20,10,Jalgaon,2.50453569
425002,20,10,Jalgaon,2.427650098
425003,20,10,Jalgaon,5.945855708
425105,20,10,Jalgaon,2.718447963
425107,8,7,Jalgaon,1.022972889
425109,8,7,Jalgaon,1.106051149
425110,5,3,Jalgaon,0.459243845
425111,15,9,Jalgaon,1.916006619
425201,15,9,Jalgaon,1.944217451
425301,20,10,Jalgaon,4.826031171
425302,20,10,Jalgaon,5.732092918
425305,20,10,Jalgaon,2.161059501
425306,20,10,Jalgaon,2.618510175
425308,3,2,Jalgaon,0.338452612
425310,20,10,Jalgaon,2.956623352
425327,20,10,Jalgaon,12.13425613
425401,20,10,Jalgaon,2.443312636
425404,5,3,Dhule,0.427958844
425405,8,7,Dhule,1.067115834
425406,6,4,Dhule,0.792603721
425408,15,9,Dhule,1.919555951
425409,15,9,Nandurbar,1.620547951
425410,15,9,Nandurbar,1.607704822
425412,8,7,Nandurbar,1.059583998
425413,8,7,Nandurbar,1.06719773
425414,10,8,Nandurbar,1.228880676
425415,15,9,Nandurbar,1.687002611
425418,6,4,Nandurbar,0.552734609
425502,15,9,Jalgaon,1.718662674
425503,10,8,Jalgaon,1.220186252
425508,10,8,Jalgaon,1.391554542
431001,15,9,Aurangabad,2.094403677
431002,7,6,Aurangabad,0.889588348
431003,6,4,Aurangabad,0.835339484
431004,20,10,Aurangabad,3.136041683
431005,8,7,Aurangabad,1.048875729
431006,8,7,Aurangabad,1.00546633
431007,2,1,Aurangabad,0.07984511
431008,3,2,Aurangabad,0.373167491
431009,20,10,Aurangabad,2.261177991
431103,15,9,Aurangabad,2.070062963
431104,6,4,Aurangabad,0.812684686
431105,20,10,Aurangabad,3.231870069
431107,20,10,Aurangabad,8.938578668
431111,15,9,Aurangabad,2.086533087
431112,7,6,Aurangabad,0.877843441
431113,3,2,Aurangabad,0.381409267
431114,20,10,Jalna,3.718542453
431122,20,10,Beed,3.543125971
431123,20,10,Beed,5.042103224
431124,10,8,Beed,1.28061423
431127,20,10,Beed,9.645185617
431128,8,7,Beed,1.170770398
431131,20,10,Beed,2.365583635
431133,6,4,Aurangabad,0.686401036
431136,10,8,Aurangabad,1.328377186
431201,7,6,Aurangabad,0.871241263
431202,15,9,Jalna,2.080346973
431203,15,9,Jalna,1.602541768
431204,20,10,Jalna,3.789868348
431206,20,10,Jalna,2.450764459
431209,6,4,Jalna,0.659107938
431210,8,7,Jalna,1.083475993
431213,20,10,Jalna,3.55138645
431401,20,10,Parbhani,2.910844484
431501,20,10,Jalna,2.63539064
431503,15,9,Parbhani,2.065159505
431506,20,10,Parbhani,4.38623657
431509,20,10,Parbhani,5.437956101
431511,20,10,Parbhani,3.343494005
431512,20,10,Hingoli,2.89370879
431513,20,10,Hingoli,3.31042106
431514,20,10,Parbhani,2.997346804
431515,20,10,Beed,5.413779855
431517,20,10,Beed,2.981668366
431601,20,10,Nanded,2.738520776
431602,15,9,Nanded,1.567454479
431603,20,10,Nanded,2.200245667
431604,8,7,Nanded,1.170941135
431605,8,7,Nanded,1.002612445
431606,10,8,Nanded,1.202549205
431701,15,9,Hingoli,1.858821707
431702,20,10,Hingoli,3.299502398
431705,20,10,Hingoli,14.32314642
431708,15,9,Nanded,1.509633595
431709,20,10,Nanded,3.734869899
431712,20,10,Nanded,2.567417145
431714,10,8,Nanded,1.339044312
431715,20,10,Nanded,3.543312316
431717,20,10,Nanded,3.04753287
431721,8,7,Nanded,1.113722464
431801,20,10,Nanded,4.158785833
431802,20,10,Nanded,2.427492026
431804,15,9,Nanded,1.786890452
431806,5,3,Nanded,0.494680676
431807,10,8,Nanded,1.46357986
440001,8,7,Nagpur,1.035462404
440002,10,8,Nagpur,1.364043567
440003,15,9,Nagpur,2.107622318
440004,10,8,Nagpur,1.208122085
440005,7,6,Nagpur,0.839254537
440006,7,6,Nagpur,0.919716351
440007,5,3,Nagpur,0.470839019
440008,20,10,Nagpur,2.934906928
440009,10,8,Nagpur,1.488942168
440010,8,7,Nagpur,1.141809817
440012,10,8,Nagpur,1.496996845
440013,7,6,Nagpur,0.924413836
440014,15,9,Nagpur,1.692732406
440015,8,7,Nagpur,1.137369229
440016,7,6,Nagpur,0.926613835
440017,8,7,Nagpur,1.156918601
440018,10,8,Nagpur,1.208533356
440019,6,4,Nagpur,0.574046452
440021,6,4,Nagpur,0.752402565
440022,7,6,Nagpur,0.977941536
440023,10,8,Nagpur,1.385451547
440024,7,6,Nagpur,0.944513859
440025,8,7,Nagpur,1.129064544
440026,10,8,Nagpur,1.491831073
440027,15,9,Nagpur,1.69274471
440030,7,6,Nagpur,0.921935472
440032,6,4,Nagpur,0.800537588
440033,8,7,Nagpur,1.178893601
440034,7,6,Nagpur,0.956158635
440035,20,10,Nagpur,2.424826485
440036,15,9,Nagpur,1.949436093
441001,5,3,Nagpur,0.521554359
441002,10,8,Nagpur,1.444490408
441101,7,6,Nagpur,0.958999669
441102,10,8,Nagpur,1.31072422
441103,15,9,Nagpur,1.802946344
441104,6,4,Nagpur,0.552636128
441105,6,4,Nagpur,0.782629223
441106,15,9,Nagpur,1.931996083
441107,6,4,Nagpur,0.757000163
441108,15,9,Nagpur,2.045402115
441109,20,10,Nagpur,4.816631208
441110,15,9,Nagpur,1.62371739
441111,10,8,Nagpur,1.253271758
441112,10,8,Nagpur,1.1890465
441113,7,6,Nagpur,0.875409868
441122,15,9,Nagpur,2.005615958
441201,20,10,Nagpur,3.469779701
441203,15,9,Nagpur,2.003609537
441204,3,2,Nagpur,0.388700723
441205,10,8,Chandrapur,1.244925535
441206,6,4,Chandrapur,0.59065996
441207,7,6,Chandrapur,0.963891786
441208,8,7,Gadchiroli,1.046743716
441209,20,10,Gadchiroli,3.282579634
441224,8,7,Chandrapur,1.060509111
441301,6,4,Nagpur,0.738573465
441302,15,9,Nagpur,1.634789407
441303,15,9,Nagpur,1.578923008
441304,20,10,Nagpur,4.887299393
441305,10,8,Nagpur,1.410869573
441401,15,9,Nagpur,1.897194508
441404,10,8,Nagpur,1.500725511
441501,10,8,Nagpur,1.458663539
441601,10,8,Gondia,1.296066312
441614,3,2,Gondia,0.351303976
441701,5,3,Gondia,0.460490119
441801,6,4,Gondia,0.72361411
441802,10,8,Bhandara,1.231526413
441803,2,1,Bhandara,0
441804,5,3,Bhandara,0.524941499
441901,8,7,Gondia,0.997559277
441902,6,4,Gondia,0.71675192
441904,8,7,Bhandara,1.151969847
441905,3,2,Bhandara,0.2775788
441906,2,1,Bhandara,0.071718757
441907,20,10,Bhandara,2.680665031
441910,8,7,Bhandara,1.04349527
441911,8,7,Gondia,1.153740142
441912,2,1,Bhandara,0.203268842
442001,7,6,Wardha,0.894508262
442101,15,9,Wardha,1.886507339
442102,5,3,Wardha,0.436428358
442104,20,10,Wardha,3.560845068
442105,6,4,Wardha,0.697755272
442106,20,10,Wardha,2.870533239
442201,15,9,Wardha,1.519164388
442202,7,6,Wardha,0.939527019
442203,15,9,Wardha,1.53569665
442301,7,6,Wardha,0.885493556
442302,7,6,Wardha,0.873860828
442305,2,1,Wardha,0.15421756
442306,10,8,Wardha,1.362863104
442401,15,9,Chandrapur,1.778954625
442402,15,9,Chandrapur,1.76784341
442403,15,9,Chandrapur,1.925005237
442404,6,4,Chandrapur,0.757411348
442406,5,3,Chandrapur,0.447778933
442501,3,2,Chandrapur,0.323640361
442502,2,1,Chandrapur,0.015817225
442503,20,10,Chandrapur,5.864038585
442505,15,9,Chandrapur,1.649339459
442507,20,10,Chandrapur,3.075102135
442603,15,9,Gadchiroli,2.09917331
442605,15,9,Gadchiroli,1.785696923
442701,15,9,Chandrapur,1.845350936
442703,10,8,Gadchiroli,1.399970786
442705,15,9,Gadchiroli,1.700357385
442707,20,10,Gadchiroli,3.722133609
442901,10,8,Chandrapur,1.276688053
442902,10,8,Chandrapur,1.42496491
442903,5,3,Chandrapur,0.482083109
442905,8,7,Chandrapur,1.137441604
442907,20,10,Chandrapur,2.324658444
442908,6,4,Chandrapur,0.772170433
442917,2,1,Chandrapur,0.006112196
443001,7,6,Buldhana,0.933981995
443101,6,4,Buldhana,0.669393764
443102,20,10,Buldhana,2.248177628
443103,5,3,Buldhana,0.505237663
443104,6,4,Buldhana,0.602995805
443106,3,2,Buldhana,0.322449896
443201,6,4,Buldhana,0.703621076
443202,6,4,Buldhana,0.67290429
443203,20,10,Buldhana,6.131338075
443204,8,7,Buldhana,0.99723675
443206,6,4,Buldhana,0.627395286
443301,5,3,Buldhana,0.524025705
443302,7,6,Buldhana,0.976806663
443303,7,6,Buldhana,0.858738473
443304,6,4,Buldhana,0.572891895
443308,8,7,Buldhana,1.174536474
443402,6,4,Buldhana,0.564781924
443404,20,10,Buldhana,2.340903092
444001,8,7,Akola,1.019036344
444002,7,6,Akola,0.919496285
444003,8,7,Akola,1.017048131
444004,5,3,Washim,0.496258768
444005,5,3,Akola,0.467090986
444101,7,6,Akola,0.927459982
444102,10,8,Akola,1.3830292
444103,20,10,Akola,3.97545056
444105,7,6,Washim,0.958987758
444107,6,4,Akola,0.804027362
444108,5,3,Akola,0.491011432
444109,5,3,Akola,0.468614283
444202,5,3,Buldhana,0.409977047
444203,6,4,Buldhana,0.747225785
444204,2,1,Buldhana,0.082309898
444301,2,1,Buldhana,0.06145907
444302,10,8,Akola,1.20864187
444303,15,9,Buldhana,1.842760629
444306,10,8,Buldhana,1.475820491
444401,7,6,Akola,0.851127755
444403,20,10,Washim,2.602663219
444404,15,9,Washim,1.502888132
444501,15,9,Akola,1.971225726
444503,10,8,Washim,1.333022347
444505,10,8,Washim,1.365603788
444506,20,10,Washim,2.516479172
444601,15,9,Amravati,1.62649617
444602,7,6,Amravati,0.89675478
444603,5,3,Amravati,0.452127537
444604,7,6,Amravati,0.887448257
444605,10,8,Amravati,1.23637512
444606,10,8,Amravati,1.369203934
444607,6,4,Amravati,0.597993386
444701,6,4,Amravati,0.569347445
444702,8,7,Amravati,1.166384883
444704,20,10,Amravati,3.715784886
444705,20,10,Amravati,2.548593167
444708,15,9,Amravati,1.612599777
444709,15,9,Amravati,1.735928465
444717,20,10,Amravati,8.160892372
444801,15,9,Amravati,2.075561747
444803,10,8,Amravati,1.284159886
444805,10,8,Amravati,1.479708402
444806,10,8,Amravati,1.195004982
444808,20,10,Amravati,3.565659044
444901,7,6,Amravati,0.966554078
444903,7,6,Amravati,0.93235261
444904,7,6,Amravati,0.848816789
444905,15,9,Amravati,2.106656323
444906,6,4,Amravati,0.696196308
444907,3,2,Amravati,0.233953608
445001,8,7,Yavatmal,1.028448134
445101,10,8,Yavatmal,1.35402739
445102,15,9,Yavatmal,1.866053844
445103,20,10,Yavatmal,2.586780431
445202,20,10,Yavatmal,2.938955271
445203,6,4,Yavatmal,0.789203918
445204,15,9,Yavatmal,1.758806577
445205,10,8,Yavatmal,1.199608103
445206,15,9,Yavatmal,1.673764681
445207,20,10,Yavatmal,2.171050608
445209,10,8,Yavatmal,1.40491021
445215,10,8,Yavatmal,1.474159074
445301,20,10,Yavatmal,3.727881498
445302,5,3,Yavatmal,0.530112835
445303,15,9,Yavatmal,1.748915545
445304,5,3,Yavatmal,0.500682821
445305,20,10,Yavatmal,2.70803848
445307,7,6,Yavatmal,0.876008476
445401,2,1,Yavatmal,0.042978508
445402,20,10,Yavatmal,2.169095856
450001,6,4,East Nimar,0.822604824
450112,10,8,East Nimar,1.366873403
450114,3,2,East Nimar,0.307229704
450116,7,6,East Nimar,0.917286511
450117,6,4,East Nimar,0.596263339
450119,3,2,East Nimar,0.322396775
450221,7,6,East Nimar,0.979371558
450331,5,3,East Nimar,0.492281652
450332,2,1,East Nimar,0
450445,2,1,East Nimar,0.116416028
450551,2,1,East Nimar,0.023995298
450554,6,4,Khandwa,0.606025086
450661,10,8,East Nimar,1.392556275
451001,3,2,West Nimar,0.332993712
451111,2,1,West Nimar,0.221349586
451113,3,2,West Nimar,0.347767547
451115,6,4,West Nimar,0.588164201
451220,6,4,West Nimar,0.619316993
451221,8,7,West Nimar,0.988825787
451224,6,4,West Nimar,0.689824893
451228,5,3,West Nimar,0.534283061
451331,15,9,West Nimar,1.628921791
451332,10,8,West Nimar,1.383346466
451335,5,3,West Nimar,0.541440059
451440,5,3,West Nimar,0.397832168
451441,8,7,West Nimar,1.036711279
451442,6,4,West Nimar,0.726305441
451447,7,6,Barwani,0.921734643
451449,10,8,Barwani,1.315962214
451551,7,6,Barwani,0.977559241
451556,8,7,Barwani,1.113422694
451660,2,1,Barwani,0.184386008
451666,8,7,Barwani,1.127953884
451770,6,4,Barwani,0.753240396
451881,2,1,Barwani,0.026629764
452001,10,8,Indore,1.320254207
452002,7,6,Indore,0.896313703
452003,7,6,Indore,0.960128922
452004,8,7,Indore,1.156927595
452005,5,3,Indore,0.411131859
452006,6,4,Indore,0.663163889
452007,20,10,Indore,2.426794647
452008,5,3,Indore,0.470969731
452009,6,4,Indore,0.552560755
452010,6,4,Indore,0.822180105
452011,10,8,Indore,1.389420529
452012,15,9,Indore,1.629478224
452013,5,3,Indore,0.497473449
452014,6,4,Indore,0.712812657
452015,7,6,Indore,0.977665234
452016,6,4,Indore,0.596321757
452018,6,4,Indore,0.676528682
452020,3,2,Indore,0.366618223
453001,15,9,Indore,1.667358087
453111,8,7,Indore,1.121011224
453112,2,1,Indore,0.031523083
453115,3,2,Indore,0.289459484
453220,6,4,Indore,0.797710173
453331,3,2,Indore,0.354601869
