pincode,city,state,Tier,ExtraPricing
110001,New Delhi,Delhi,Tier1,-1
110002,New Delhi,Delhi,Tier1,-1
110003,New Delhi,Delhi,Tier1,-1
110004,New Delhi,Delhi,Tier1,-1
110005,New Delhi,Delhi,Tier1,-1
110006,New Delhi,Delhi,Tier1,-1
110007,New Delhi,Delhi,Tier1,-1
110008,New Delhi,Delhi,Tier1,-1
110009,New Delhi,Delhi,Tier1,-1
110010,New Delhi,Delhi,Tier1,-1
110011,New Delhi,Delhi,Tier1,-1
110012,New Delhi,Delhi,Tier1,-1
110013,New Delhi,Delhi,Tier1,-1
110014,New Delhi,Delhi,Tier1,-1
110015,New Delhi,Delhi,Tier1,-1
110016,New Delhi,Delhi,Tier1,-1
110017,New Delhi,Delhi,Tier1,-1
110018,New Delhi,Delhi,Tier1,-1
110019,New Delhi,Delhi,Tier1,-1
110020,New Delhi,Delhi,Tier1,-1
110021,New Delhi,Delhi,Tier1,-1
110022,New Delhi,Delhi,Tier1,-1
110023,New Delhi,Delhi,Tier1,-1
110024,New Delhi,Delhi,Tier1,-1
110025,New Delhi,Delhi,Tier1,-1
110026,New Delhi,Delhi,Tier1,-1
110027,New Delhi,Delhi,Tier1,-1
110028,New Delhi,Delhi,Tier1,-1
110029,New Delhi,Delhi,Tier1,-1
110030,New Delhi,Delhi,Tier1,-1
110031,New Delhi,Delhi,Tier1,-1
110032,New Delhi,Delhi,Tier1,-1
110033,New Delhi,Delhi,Tier1,-1
110034,New Delhi,Delhi,Tier1,-1
110035,New Delhi,Delhi,Tier1,-1
110036,New Delhi,Delhi,Tier1,-1
110037,New Delhi,Delhi,Tier1,-1
110038,New Delhi,Delhi,Tier1,-1
110039,New Delhi,Delhi,Tier1,-1
110040,New Delhi,Delhi,Tier1,-1
110041,New Delhi,Delhi,Tier1,-1
110042,New Delhi,Delhi,Tier1,-1
110043,New Delhi,Delhi,Tier1,-1
110044,New Delhi,Delhi,Tier1,-1
110045,New Delhi,Delhi,Tier1,-1
110046,New Delhi,Delhi,Tier1,-1
110047,New Delhi,Delhi,Tier1,-1
110048,New Delhi,Delhi,Tier1,-1
110049,New Delhi,Delhi,Tier1,-1
110050,New Delhi,Delhi,Tier1,-1
110051,New Delhi,Delhi,Tier1,-1
110052,New Delhi,Delhi,Tier1,-1
110053,New Delhi,Delhi,Tier1,-1
110054,New Delhi,Delhi,Tier1,-1
110055,New Delhi,Delhi,Tier1,-1
110056,New Delhi,Delhi,Tier1,-1
110057,New Delhi,Delhi,Tier1,-1
110058,New Delhi,Delhi,Tier1,-1
110059,New Delhi,Delhi,Tier1,-1
110060,New Delhi,Delhi,Tier1,-1
110061,New Delhi,Delhi,Tier1,-1
110062,New Delhi,Delhi,Tier1,-1
110063,New Delhi,Delhi,Tier1,-1
110064,New Delhi,Delhi,Tier1,-1
110065,New Delhi,Delhi,Tier1,-1
110066,New Delhi,Delhi,Tier1,-1
110067,New Delhi,Delhi,Tier1,-1
110068,New Delhi,Delhi,Tier1,-1
110069,New Delhi,Delhi,Tier1,-1
110070,New Delhi,Delhi,Tier1,-1
110071,New Delhi,Delhi,Tier1,-1
110072,New Delhi,Delhi,Tier1,-1
110073,New Delhi,Delhi,Tier1,-1
110074,New Delhi,Delhi,Tier1,-1
110075,New Delhi,Delhi,Tier1,-1
110076,New Delhi,Delhi,Tier1,-1
110077,New Delhi,Delhi,Tier1,-1
110078,New Delhi,Delhi,Tier1,-1
110080,New Delhi,Delhi,Tier1,-1
110081,New Delhi,Delhi,Tier1,-1
110082,New Delhi,Delhi,Tier1,-1
110083,New Delhi,Delhi,Tier1,-1
110084,New Delhi,Delhi,Tier1,-1
110085,New Delhi,Delhi,Tier1,-1
110086,New Delhi,Delhi,Tier1,-1
110087,New Delhi,Delhi,Tier1,-1
110088,New Delhi,Delhi,Tier1,-1
110089,New Delhi,Delhi,Tier1,-1
110090,New Delhi,Delhi,Tier1,-1
110091,New Delhi,Delhi,Tier1,-1
110092,New Delhi,Delhi,Tier1,-1
110093,New Delhi,Delhi,Tier1,-1
110094,New Delhi,Delhi,Tier1,-1
110095,New Delhi,Delhi,Tier1,-1
110096,New Delhi,Delhi,Tier1,-1
110101,New Delhi,Delhi,Tier1,-1
110103,New Delhi,Delhi,Tier1,-1
110104,New Delhi,Delhi,Tier1,-1
110105,New Delhi,Delhi,Tier1,-1
110106,New Delhi,Delhi,Tier1,-1
110107,New Delhi,Delhi,Tier1,-1
110108,New Delhi,Delhi,Tier1,-1
110109,New Delhi,Delhi,Tier1,-1
110110,New Delhi,Delhi,Tier1,-1
110112,New Delhi,Delhi,Tier1,-1
110113,New Delhi,Delhi,Tier1,-1
110114,New Delhi,Delhi,Tier1,-1
110115,New Delhi,Delhi,Tier1,-1
110116,New Delhi,Delhi,Tier1,-1
110117,New Delhi,Delhi,Tier1,-1
110118,New Delhi,Delhi,Tier1,-1
110119,New Delhi,Delhi,Tier1,-1
110120,New Delhi,Delhi,Tier1,-1
110122,New Delhi,Delhi,Tier1,-1
110124,New Delhi,Delhi,Tier1,-1
110125,New Delhi,Delhi,Tier1,-1
110301,New Delhi,Delhi,Tier1,-1
110302,New Delhi,Delhi,Tier1,-1
110501,New Delhi,Delhi,Tier1,-1
110503,New Delhi,Delhi,Tier1,-1
110504,New Delhi,Delhi,Tier1,-1
110510,New Delhi,Delhi,Tier1,-1
110511,New Delhi,Delhi,Tier1,-1
110512,New Delhi,Delhi,Tier1,-1
110601,New Delhi,Delhi,Tier1,-1
110602,New Delhi,Delhi,Tier1,-1
110603,New Delhi,Delhi,Tier1,-1
110604,New Delhi,Delhi,Tier1,-1
110605,New Delhi,Delhi,Tier1,-1
110606,New Delhi,Delhi,Tier1,-1
110607,New Delhi,Delhi,Tier1,-1
110608,New Delhi,Delhi,Tier1,-1
110609,New Delhi,Delhi,Tier1,-1
121001,Faridabad,Haryana,Tier1,-1
121002,Faridabad,Haryana,Tier1,-1
121003,Faridabad,Haryana,Tier1,-1
121004,Ballabhgarh,Haryana,Tier3,2
121005,Faridabad,Haryana,Tier1,-1
121006,Faridabad,Haryana,Tier1,-1
121007,Faridabad,Haryana,Tier1,-1
121008,Ballabhgarh,Haryana,Tier3,2
121009,Ballabhgarh,Haryana,Tier3,2
121010,Ballabhgarh,Haryana,Tier3,2
121012,Ballabhgarh,Haryana,Tier3,2
121013,Ballabhgarh,Haryana,Tier3,2
121101,Tigaon,Haryana,Tier4,2
121102,Ballabhgarh,Haryana,Tier3,2
121103,Hathin,Haryana,Tier4,2
121104,Faridabad,Haryana,Tier1,-1
121105,Ballabhgarh,Haryana,Tier3,2
121106,Ballabhgarh,Haryana,Tier3,2
121107,Ballabhgarh,Haryana,Tier3,2
121705,Azamgarh,Uttar Pradesh,Tier4,2
122001,Gurgaon,Haryana,Tier1,-1
122002,Gurgaon,Haryana,Tier1,-1
122003,Gurgaon,Haryana,Tier1,-1
122004,Gurgaon,Haryana,Tier1,-1
122005,Gurgaon,Haryana,Tier1,-1
122006,Gurgaon,Haryana,Tier1,-1
122007,Gurgaon,Haryana,Tier1,-1
122008,Gurgaon,Haryana,Tier1,-1
122009,Gurgaon,Haryana,Tier1,-1
122010,Gurgaon,Haryana,Tier1,-1
122011,Gurgaon,Haryana,Tier1,-1
122012,Gurgaon,Haryana,Tier1,-1
122015,Gurgaon,Haryana,Tier1,-1
122016,Gurgaon,Haryana,Tier1,-1
122017,Gurgaon,Haryana,Tier1,-1
122018,Gurgaon,Haryana,Tier1,-1
122022,Gurgaon,Haryana,Tier1,-1
122050,Shahbad,Haryana,Tier4,2
122051,Gurgaon,Haryana,Tier1,-1
122052,Bhiwadi,Rajasthan,Tier3,2
122100,Bhiwadi,Rajasthan,Tier3,2
122101,Gurgaon,Haryana,Tier1,-1
122102,Gurgaon,Haryana,Tier1,-1
122103,Gurgaon,Haryana,Tier1,-1
122104,Bhiwadi,Rajasthan,Tier3,2
122105,Gurgaon,Haryana,Tier1,-1
122106,Dharuhera,Haryana,Tier3,2
122107,Bhiwadi,Rajasthan,Tier3,2
122108,Nagina,Haryana,Tier4,2
122413,Gurgaon,Haryana,Tier1,-1
122414,Bhiwadi,Rajasthan,Tier3,2
122502,Bhiwadi,Rajasthan,Tier3,2
122503,Bhiwadi,Rajasthan,Tier3,2
122504,Bhiwadi,Rajasthan,Tier3,2
122505,Bhiwadi,Rajasthan,Tier3,2
122506,Bhiwadi,Rajasthan,Tier3,2
122508,Bhiwadi,Rajasthan,Tier3,2
123001,Mohindergarh,Haryana,Tier4,2
123021,Mahendragarh,Haryana,Tier4,2
123023,Mahendragarh,Haryana,Tier4,2
123024,Mahendragarh,Haryana,Tier4,2
123027,Rewari,Haryana,Tier3,2
123028,Mahendragarh,Haryana,Tier4,2
123029,Mohindergarh,Haryana,Tier4,2
123034,Mahendragarh,Haryana,Tier4,2
123035,Rewari,Haryana,Tier3,2
123101,Rewari,Haryana,Tier3,2
123102,Rewari,Haryana,Tier3,2
123103,Rewari,Haryana,Tier3,2
123106,Dharuhera,Haryana,Tier3,2
123110,Rewari,Haryana,Tier3,2
123301,Rewari,Haryana,Tier3,2
123302,Rewari,Haryana,Tier3,2
123303,Mahendragarh,Haryana,Tier4,2
123401,Rewari,Haryana,Tier3,2
123411,Mahendragarh,Haryana,Tier4,2
123412,Mahendragarh,Haryana,Tier4,2
123413,Bilaspur,Haryana,Tier4,2
123501,Bawal,Rajasthan,Tier4,2
123502,Alwar,Rajasthan,Tier3,2
123503,Bilaspur,Haryana,Tier4,2
123506,Manesar,Haryana,Tier1,2
124001,Rohtak,Haryana,Tier2,0
124021,Rohtak,Haryana,Tier2,0
124022,Rohtak,Haryana,Tier2,0
124102,Jhajjar,Haryana,Tier3,2
124103,Jhajjar,Haryana,Tier3,2
124104,Jhajjar,Haryana,Tier3,2
124105,Jhajjar,Haryana,Tier3,2
124106,Jhajjar,Haryana,Tier3,2
124107,Jhajjar,Haryana,Tier3,2
124108,Jhajjar,Haryana,Tier3,2
124109,Jhajjar,Haryana,Tier3,2
124111,Rohtak,Haryana,Tier2,0
124112,Rohtak,Haryana,Tier2,0
124113,Rohtak,Haryana,Tier2,0
124142,Jhajjar,Haryana,Tier3,2
124146,Jhajjar,Haryana,Tier3,2
124201,Jhajjar,Haryana,Tier3,2
124202,Jhajjar,Haryana,Tier3,2
124301,Sonepat,Haryana,Tier2,0
124303,Rohtak,Haryana,Tier2,0
124401,Rohtak,Haryana,Tier2,0
124404,Jhajjar,Haryana,Tier3,2
124406,Rohtak,Haryana,Tier2,0
124411,Rohtak,Haryana,Tier2,0
124412,Rohtak,Haryana,Tier2,0
124501,Rohtak,Haryana,Tier2,0
124504,Jhajjar,Haryana,Tier3,2
124505,Jhajjar,Haryana,Tier3,2
124506,Jhajjar,Haryana,Tier3,2
124507,Bahadurgarh,Haryana,Tier3,2
124513,Rohtak,Haryana,Tier2,0
124514,Rohtak,Haryana,Tier2,0
125001,Hissar,Haryana,Tier3,2
125002,Hissar,Haryana,Tier3,2
125003,Hissar,Haryana,Tier3,2
125004,Hissar,Haryana,Tier3,2
125005,Hissar,Haryana,Tier3,2
125006,Hissar,Haryana,Tier3,2
125011,Hissar,Haryana,Tier3,2
125033,Hansi,Haryana,Tier4,2
125037,Hissar,Haryana,Tier3,2
125038,Hissar,Haryana,Tier3,2
125039,Hissar,Haryana,Tier3,2
125042,Hissar,Haryana,Tier3,2
125044,Hissar,Haryana,Tier3,2
125047,Hissar,Haryana,Tier3,2
125048,Fatehabad,Haryana,Tier4,2
125049,Hissar,Haryana,Tier3,2
125050,Fatehabad,Haryana,Tier4,2
125051,Fatehabad,Haryana,Tier4,2
125052,Hissar,Haryana,Tier3,2
125053,Fatehabad,Haryana,Tier4,2
125054,Sirsa,Haryana,Tier3,2
125055,Sirsa,Haryana,Tier3,2
125058,Sirsa,Haryana,Tier3,2
125060,Sirsa,Haryana,Tier3,2
125075,Sirsa,Haryana,Tier3,2
125076,Sirsa,Haryana,Tier3,2
125077,Sirsa,Haryana,Tier3,2
125078,Sirsa,Haryana,Tier3,2
125101,Sirsa,Haryana,Tier3,2
125102,Sirsa,Haryana,Tier3,2
125103,Sirsa,Haryana,Tier3,2
125104,Sirsa,Haryana,Tier3,2
125106,Fatehabad,Haryana,Tier4,2
125110,Sirsa,Haryana,Tier3,2
125111,Fatehabad,Haryana,Tier4,2
125112,Hissar,Haryana,Tier3,2
125113,Fatehabad,Haryana,Tier4,2
125120,Fatehabad,Haryana,Tier4,2
125121,Hissar,Haryana,Tier3,2
125133,Fatehabad,Haryana,Tier4,2
125201,Sirsa,Haryana,Tier3,2
126001,Fatehabad,Haryana,Tier4,2
126101,Jind,Haryana,Tier3,2
126102,Jind,Haryana,Tier3,2
126110,Jind,Haryana,Tier3,2
126111,Jind,Haryana,Tier3,2
126112,Jind,Haryana,Tier3,2
126113,Jind,Haryana,Tier3,2
126114,Jind,Haryana,Tier3,2
126115,Jind,Haryana,Tier3,2
126116,Jind,Haryana,Tier3,2
126125,Jind,Haryana,Tier3,2
126152,Jind,Haryana,Tier3,2
127021,Bhiwani,Haryana,Tier3,2
127022,Bhiwani,Haryana,Tier3,2
127025,Bhiwani,Haryana,Tier3,2
127026,Bhiwani,Haryana,Tier3,2
127027,Bhiwani,Haryana,Tier3,2
127028,Bhiwani,Haryana,Tier3,2
127029,Bhiwani,Haryana,Tier3,2
127030,Bhiwani,Haryana,Tier3,2
127031,Bhiwani,Haryana,Tier3,2
127032,Bhiwani,Haryana,Tier3,2
127035,Bhiwani,Haryana,Tier3,2
127040,Bhiwani,Haryana,Tier3,2
127041,Bhiwani,Haryana,Tier3,2
127042,Bhiwani,Haryana,Tier3,2
127043,Bhiwani,Haryana,Tier3,2
127045,Bhiwani,Haryana,Tier3,2
127046,Bhiwani,Haryana,Tier3,2
127111,Bhiwani,Haryana,Tier3,2
127114,Bhiwani,Haryana,Tier3,2
127201,Bhiwani,Haryana,Tier3,2
127306,Bhiwani,Haryana,Tier3,2
127307,Bhiwani,Haryana,Tier3,2
127308,Bhiwani,Haryana,Tier3,2
127309,Bhiwani,Haryana,Tier3,2
127310,Bhiwani,Haryana,Tier3,2
131001,Sonepat,Haryana,Tier2,0
131021,Murthal,Haryana,Tier3,2
131022,Sonepat,Haryana,Tier2,0
131023,Sonepat,Haryana,Tier2,0
131024,Sonepat,Haryana,Tier2,0
131027,Murthal,Haryana,Tier3,2
131028,Murthal,Haryana,Tier3,2
131029,Murthal,Haryana,Tier3,2
131039,Sonepat,Haryana,Tier2,0
131101,Sonepat,Haryana,Tier2,0
131102,Sonepat,Haryana,Tier2,0
131103,Sonepat,Haryana,Tier2,0
131301,Sonepat,Haryana,Tier2,0
131302,Sonepat,Haryana,Tier2,0
131304,Sonepat,Haryana,Tier2,0
131305,Sonepat,Haryana,Tier2,0
131306,Sonepat,Haryana,Tier2,0
131402,Sonepat,Haryana,Tier2,0
131403,Sonepat,Haryana,Tier2,0
131408,Sonepat,Haryana,Tier2,0
131409,Sonepat,Haryana,Tier2,0
132001,Karnal,Haryana,Tier2,0
132002,Karnal,Haryana,Tier2,0
132022,Karnal,Haryana,Tier2,0
132023,Karnal,Haryana,Tier2,0
132024,Karnal,Haryana,Tier2,0
132027,Kaithal,Haryana,Tier3,2
132036,Karnal,Haryana,Tier2,0
132037,Karnal,Haryana,Tier2,0
132039,Karnal,Haryana,Tier2,0
132040,Karnal,Haryana,Tier2,0
132041,Karnal,Haryana,Tier2,0
132046,Karnal,Haryana,Tier2,0
132054,Karnal,Haryana,Tier2,0
132101,Panipat,Haryana,Tier2,0
132102,Panipat,Haryana,Tier2,0
132103,Panipat,Haryana,Tier2,0
132104,Panipat,Haryana,Tier2,0
132105,Panipat,Haryana,Tier2,0
132106,Panipat,Haryana,Tier2,0
132107,Panipat,Haryana,Tier2,0
132108,Panipat,Haryana,Tier2,0
132110,Panipat,Haryana,Tier2,0
132112,Kurukshetra,Haryana,Tier2,0
132113,Panipat,Haryana,Tier2,0
132114,Karnal,Haryana,Tier2,0
132115,Panipat,Haryana,Tier2,0
132116,Karnal,Haryana,Tier2,0
132117,Karnal,Haryana,Tier2,0
132118,Kurukshetra,Haryana,Tier2,0
132119,Kurukshetra,Haryana,Tier2,0
132122,Panipat,Haryana,Tier2,0
132135,Kurukshetra,Haryana,Tier2,0
132140,Panipat,Haryana,Tier2,0
132145,Panipat,Haryana,Tier2,0
132151,Panipat,Haryana,Tier2,0
132157,Karnal,Haryana,Tier2,0
133001,Ambala,Haryana,Tier2,0
133004,Ambala,Haryana,Tier2,0
133005,Ambala,Haryana,Tier2,0
133006,Ambala,Haryana,Tier2,0
133007,Ambala,Haryana,Tier2,0
133101,Ambala,Haryana,Tier2,0
133102,Ambala,Haryana,Tier2,0
133103,Yamunanagar,Haryana,Tier3,2
133104,Ambala,Haryana,Tier2,0
133201,Ambala,Haryana,Tier2,0
133202,Ambala,Haryana,Tier2,0
133203,Ambala,Haryana,Tier2,0
133204,Yamunanagar,Haryana,Tier3,2
133205,Ambala,Haryana,Tier2,0
133206,Yamunanagar,Haryana,Tier3,2
133207,Ambala,Haryana,Tier2,0
133301,Panchkula,Haryana,Tier1,-1
133302,Panchkula,Haryana,Tier1,-1
134002,Kurukshetra,Haryana,Tier2,0
134003,Ambala,Haryana,Tier2,0
134004,Ambala,Haryana,Tier2,0
134007,Ambala,Haryana,Tier2,0
134101,Panchkula,Haryana,Tier1,-1
134102,Panchkula,Haryana,Tier1,-1
134103,Panchkula,Haryana,Tier1,-1
134104,Panchkula,Haryana,Tier1,-1
134107,Panchkula,Haryana,Tier1,-1
134108,Panchkula,Haryana,Tier1,-1
134109,Panchkula,Haryana,Tier1,-1
134112,Panchkula,Haryana,Tier1,-1
134113,Panchkula,Haryana,Tier1,-1
134114,Panchkula,Haryana,Tier1,-1
134115,Panchkula,Haryana,Tier1,-1
134116,Panchkula,Haryana,Tier1,-1
134118,Panchkula,Haryana,Tier1,-1
134201,Ambala,Haryana,Tier2,0
134202,Ambala,Haryana,Tier2,0
134203,Ambala,Haryana,Tier2,0
134204,Ambala,Haryana,Tier2,0
134205,Panchkula,Haryana,Tier1,-1
135001,Jagadhri,Haryana,Tier4,2
135002,Jagadhri,Haryana,Tier4,2
135003,Jagadhri,Haryana,Tier4,2
135004,Yamunanagar,Haryana,Tier3,2
135021,Yamunanagar,Haryana,Tier3,2
135101,Yamunanagar,Haryana,Tier3,2
135102,Yamunanagar,Haryana,Tier3,2
135103,Yamunanagar,Haryana,Tier3,2
135106,Yamunanagar,Haryana,Tier3,2
135133,Yamunanagar,Haryana,Tier3,2
136020,Kaithal,Haryana,Tier3,2
136021,Kaithal,Haryana,Tier3,2
136026,Kaithal,Haryana,Tier3,2
136027,Kurukshetra,Haryana,Tier2,0
136030,Kurukshetra,Haryana,Tier2,0
136033,Kaithal,Haryana,Tier3,2
136034,Kaithal,Haryana,Tier3,2
136035,Kaithal,Haryana,Tier3,2
136038,Kurukshetra,Haryana,Tier2,0
136042,Kaithal,Haryana,Tier3,2
136043,Kaithal,Haryana,Tier3,2
136044,Kaithal,Haryana,Tier3,2
136117,Kaithal,Haryana,Tier3,2
136118,Kurukshetra,Haryana,Tier2,0
136119,Kurukshetra,Haryana,Tier2,0
136128,Kurukshetra,Haryana,Tier2,0
136129,Kurukshetra,Haryana,Tier2,0
136130,Kurukshetra,Haryana,Tier2,0
136131,Kurukshetra,Haryana,Tier2,0
136132,Kurukshetra,Haryana,Tier2,0
136135,Kurukshetra,Haryana,Tier2,0
136136,Kurukshetra,Haryana,Tier2,0
136156,Kurukshetra,Haryana,Tier2,0
140001,Ropor,Punjab,Tier3,2
140101,Chandigarh,Chandigarh,Tier1,-1
140102,Ropar,Punjab,Tier3,2
140103,Chandigarh,Chandigarh,Tier1,-1
140105,Zirakhpur,Punjab,Tier1,-1
140108,Rupnagar,Punjab,Tier4,2
140109,Mohali,Punjab,Tier1,-1
140110,Mohali,Punjab,Tier1,-1
140111,Rupnagar,Punjab,Tier4,2
140112,Chamkaur Sahib,Punjab,Tier4,2
140113,Rupnagar,Punjab,Tier4,2
140114,Rupnagar,Punjab,Tier4,2
140115,Kiratpur Sahib,Punjab,Tier4,2
140116,Rupnagar,Punjab,Tier4,2
140117,Ropar,Punjab,Tier3,2
140118,Anandpur Sahib,Punjab,Tier4,2
140119,Chandigarh,Chandigarh,Tier1,-1
140123,Rupnagar,Punjab,Tier4,2
140124,Chandigarh,Chandigarh,Tier1,-1
140125,Chandigarh,Chandigarh,Tier1,-1
140126,Ropar,Punjab,Tier3,2
140133,Chandigarh,Chandigarh,Tier1,-1
140201,Patiala,Punjab,Tier2,0
140301,Chandigarh,Chandigarh,Tier1,-1
140306,Rupnagar,Punjab,Tier4,2
140307,Mohali,Punjab,Tier1,-1
140308,Rupnagar,Punjab,Tier4,2
140401,Patiala,Punjab,Tier2,0
140405,Rajpura,Punjab,Tier3,2
140406,Sirhind,Punjab,Tier4,2
140407,Sirhind,Punjab,Tier4,2
140412,Patiala,Punjab,Tier2,0
140413,Mohali,Punjab,Tier1,-1
140417,Fatehgarh Sahib,Punjab,Tier4,2
140501,Ambala,Haryana,Tier2,0
140506,Ambala,Haryana,Tier2,0
140507,Derabassi,Punjab,Tier1,-1
140601,Patiala,Punjab,Tier2,0
140602,Fatehgarh Sahib,Punjab,Tier4,2
140603,Zirakhpur,Punjab,Tier1,-1
140604,Mohali,Punjab,Tier1,-1
140630,Zirakhpur,Punjab,Tier1,-1
140701,Patiala,Punjab,Tier2,0
140702,Patiala,Punjab,Tier2,0
140802,Patiala,Punjab,Tier2,0
140901,Chandigarh,Chandigarh,Tier1,-1
141001,Ludhiana,Punjab,Tier1,-1
141002,Ludhiana,Punjab,Tier1,-1
141003,Ludhiana,Punjab,Tier1,-1
141004,Ludhiana,Punjab,Tier1,-1
141005,Ludhiana,Punjab,Tier1,-1
141006,Ludhiana,Punjab,Tier1,-1
141007,Ludhiana,Punjab,Tier1,-1
141008,Ludhiana,Punjab,Tier1,-1
141009,Ludhiana,Punjab,Tier1,-1
141010,Ludhiana,Punjab,Tier1,-1
141011,Ludhiana,Punjab,Tier1,-1
141012,Ludhiana,Punjab,Tier1,-1
141013,Ludhiana,Punjab,Tier1,-1
141014,Ludhiana,Punjab,Tier1,-1
141015,Ludhiana,Punjab,Tier1,-1
141016,Ludhiana,Punjab,Tier1,-1
141017,Ludhiana,Punjab,Tier1,-1
141101,Ludhiana,Punjab,Tier1,-1
141102,Ludhiana,Punjab,Tier1,-1
141103,Ludhiana,Punjab,Tier1,-1
141104,Ludhiana,Punjab,Tier1,-1
141105,Ludhiana,Punjab,Tier1,-1
141106,Ludhiana,Punjab,Tier1,-1
141107,Ludhiana,Punjab,Tier1,-1
141108,Ludhiana,Punjab,Tier1,-1
141109,Ludhiana,Punjab,Tier1,-1
141110,Ludhiana,Punjab,Tier1,-1
141112,Ludhiana,Punjab,Tier1,-1
141113,Ludhiana,Punjab,Tier1,-1
141114,Samrala,Punjab,Tier4,2
141115,Ludhiana,Punjab,Tier1,-1
141116,Ludhiana,Punjab,Tier1,-1
141117,Ludhiana,Punjab,Tier1,-1
141118,Ludhiana,Punjab,Tier1,-1
141119,Ludhiana,Punjab,Tier1,-1
141120,Ludhiana,Punjab,Tier1,-1
141121,Ludhiana,Punjab,Tier1,-1
141122,Ludhiana,Punjab,Tier1,-1
141123,Ludhiana,Punjab,Tier1,-1
141124,Ludhiana,Punjab,Tier1,-1
141125,Ludhiana,Punjab,Tier1,-1
141126,Ludhiana,Punjab,Tier1,-1
141201,Ludhiana,Punjab,Tier1,-1
141202,Ludhiana,Punjab,Tier1,-1
141203,Ludhiana,Punjab,Tier1,-1
141204,Ludhiana,Punjab,Tier1,-1
141205,Ludhiana,Punjab,Tier1,-1
141206,Ludhiana,Punjab,Tier1,-1
141304,Phagwara,Punjab,Tier3,2
141309,Jalandhar,Punjab,Tier2,0
141310,Kapurthala,Punjab,Tier3,2
141401,Khanna,Punjab,Tier3,2
141411,Ludhiana,Punjab,Tier1,-1
141412,Ludhiana,Punjab,Tier1,-1
141413,Ludhiana,Punjab,Tier1,-1
141414,Ludhiana,Punjab,Tier1,-1
141415,Ludhiana,Punjab,Tier1,-1
141416,Payal,Punjab,Tier4,2
141417,Ludhiana,Punjab,Tier1,-1
141418,Ludhiana,Punjab,Tier1,-1
141419,Ludhiana,Punjab,Tier1,-1
141421,Ludhiana,Punjab,Tier1,-1
141422,Ludhiana,Punjab,Tier1,-1
141801,Fatehgarh Sahib,Punjab,Tier4,2
142001,Moga,Punjab,Tier3,2
142003,Moga,Punjab,Tier3,2
142011,Moga,Punjab,Tier3,2
142021,Ludhiana,Punjab,Tier1,-1
142022,Ludhiana,Punjab,Tier1,-1
142023,Ludhiana,Punjab,Tier1,-1
142024,Ludhiana,Punjab,Tier1,-1
142025,Ludhiana,Punjab,Tier1,-1
142026,Jagraon,Punjab,Tier4,2
142027,Ludhiana,Punjab,Tier1,-1
142029,Ludhiana,Punjab,Tier1,-1
142030,Ludhiana,Punjab,Tier1,-1
142031,Ludhiana,Punjab,Tier1,-1
142032,Ludhiana,Punjab,Tier1,-1
142033,Ludhiana,Punjab,Tier1,-1
142034,Ludhiana,Punjab,Tier1,-1
142035,Ludhiana,Punjab,Tier1,-1
142036,Ludhiana,Punjab,Tier1,-1
142037,Moga,Punjab,Tier3,2
142038,Moga,Punjab,Tier3,2
142039,Moga,Punjab,Tier3,2
142040,Moga,Punjab,Tier3,2
142041,Ferozpur,Punjab,Tier4,2
142042,Moga,Punjab,Tier3,2
142043,Ferozpur,Punjab,Tier4,2
142044,Ferozpur,Punjab,Tier4,2
142045,Moga,Punjab,Tier3,2
142046,Moga,Punjab,Tier3,2
142047,Zira,Punjab,Tier4,2
142048,Moga,Punjab,Tier3,2
142049,Moga,Punjab,Tier3,2
142050,Talwandi,Punjab,Tier4,2
142052,Ferozpur,Punjab,Tier4,2
142053,Moga,Punjab,Tier3,2
142054,Moga,Punjab,Tier3,2
142055,Nihal Singh Wala,Punjab,Tier4,2
142056,Moga,Punjab,Tier3,2
142057,Moga,Punjab,Tier3,2
142058,Moga,Punjab,Tier3,2
142060,Ferozpur,Punjab,Tier4,2
143001,Amritsar,Punjab,Tier2,0
143002,Amritsar,Punjab,Tier2,0
143003,Amritsar,Punjab,Tier2,0
143004,Amritsar,Punjab,Tier2,0
143005,Amritsar,Punjab,Tier2,0
143006,Amritsar,Punjab,Tier2,0
143008,Amritsar,Punjab,Tier2,0
143009,Amritsar,Punjab,Tier2,0
143010,Amritsar,Punjab,Tier2,0
143021,Amritsar,Punjab,Tier2,0
143022,Amritsar,Punjab,Tier2,0
143026,Amritsar,Punjab,Tier2,0
143101,Amritsar,Punjab,Tier2,0
143102,Amritsar,Punjab,Tier2,0
143103,Amritsar,Punjab,Tier2,0
143104,Amritsar,Punjab,Tier2,0
143105,Amritsar,Punjab,Tier2,0
143106,Amritsar,Punjab,Tier2,0
143107,Amritsar,Punjab,Tier2,0
143108,Amritsar,Punjab,Tier2,0
143109,Amritsar,Punjab,Tier2,0
143110,Amritsar,Punjab,Tier2,0
143111,Amritsar,Punjab,Tier2,0
143112,Amritsar,Punjab,Tier2,0
143113,Amritsar,Punjab,Tier2,0
143114,Amritsar,Punjab,Tier2,0
143115,Amritsar,Punjab,Tier2,0
143116,Amritsar,Punjab,Tier2,0
143117,Amritsar,Punjab,Tier2,0
143118,Tarn Taran,Punjab,Tier4,2
143119,Amritsar,Punjab,Tier2,0
143149,Amritsar,Punjab,Tier2,0
143201,Beas,Punjab,Tier4,2
143202,Amritsar,Punjab,Tier2,0
143203,Amritsar,Punjab,Tier2,0
143204,Amritsar,Punjab,Tier2,0
143205,Amritsar,Punjab,Tier2,0
